Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2NJA5	A0A1D2NJA5	A0A1D2NJA5_ORCCI	mRNA cap guanine-N7 methyltransferase	NA	Orchesella cincta	GO:0004482;GO:0051082;GO:0006606;GO:0042273	F:mRNA 5'-cap (guanine-N7-)-methyltransferase activity;F:unfolded protein binding;P:protein import into nucleus;P:ribosomal large subunit biogenesis	IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NI75	A0A1D2NI75	A0A1D2NI75_ORCCI	von Willebrand factor A domain-containing protein 8	NA	Orchesella cincta	GO:0005737;GO:0032991;GO:0005524;GO:0016887	C:cytoplasm;C:protein-containing complex;F:ATP binding;F:ATP hydrolysis activity	IEA:TreeGrafter;IEA:UniProtKB-ARBA;IEA:InterPro;IEA:InterPro	Success
A0A1D2NJA5	A0A1D2NJA5	A0A1D2NJA5_ORCCI	mRNA cap guanine-N7 methyltransferase	NA	Orchesella cincta	GO:0004482;GO:0051082;GO:0006606;GO:0042273	F:mRNA 5'-cap (guanine-N7-)-methyltransferase activity;F:unfolded protein binding;P:protein import into nucleus;P:ribosomal large subunit biogenesis	IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLD1	A0A1D2MLD1	A0A1D2MLD1_ORCCI	Phospholipid scramblase	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M209	A0A1D2M209	A0A1D2M209_ORCCI	Death domain-associated protein 6	NA	Orchesella cincta	GO:0042393	F:histone binding	IEA:InterPro	Success
A0A1D2MP17	A0A1D2MP17	A0A1D2MP17_ORCCI	EF-hand domain-containing protein	NA	Orchesella cincta	GO:0005509	F:calcium ion binding	IEA:InterPro	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MP17	A0A1D2MP17	A0A1D2MP17_ORCCI	EF-hand domain-containing protein	NA	Orchesella cincta	GO:0005509	F:calcium ion binding	IEA:InterPro	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MFP0	A0A1D2MFP0	A0A1D2MFP0_ORCCI	Nanos 2	NA	Orchesella cincta	GO:0005737;GO:0003723;GO:0008270;GO:0006417	C:cytoplasm;F:RNA binding;F:zinc ion binding;P:regulation of translation	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:UniProtKB-UniRule	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M2T2	A0A1D2M2T2	A0A1D2M2T2_ORCCI	GPR158/179 extracellular domain-containing protein	NA	Orchesella cincta	GO:0005886;GO:0004930	C:plasma membrane;F:G protein-coupled receptor activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2N3L8	A0A1D2N3L8	A0A1D2N3L8_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0005549	F:odorant binding	IEA:InterPro	Success
A0A1D2MZS9	A0A1D2MZS9	A0A1D2MZS9_ORCCI	Tenascin-X	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NA19	A0A1D2NA19	A0A1D2NA19_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0005615;GO:0016020	C:extracellular space;C:membrane	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2NDF5	A0A1D2NDF5	A0A1D2NDF5_ORCCI	Putative vitellogenin receptor	NA	Orchesella cincta	GO:0016324;GO:0005576;GO:0043235;GO:0005509;GO:0008061;GO:0042562;GO:0006898	C:apical plasma membrane;C:extracellular region;C:receptor complex;F:calcium ion binding;F:chitin binding;F:hormone binding;P:receptor-mediated endocytosis	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MYT9	A0A1D2MYT9	A0A1D2MYT9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000977;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MYT9	A0A1D2MYT9	A0A1D2MYT9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000977;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MYT9	A0A1D2MYT9	A0A1D2MYT9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000977;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MAL6	A0A1D2MAL6	A0A1D2MAL6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0005506;GO:0004508;GO:0042446;GO:0042448	C:membrane;F:heme binding;F:iron ion binding;F:steroid 17-alpha-monooxygenase activity;P:hormone biosynthetic process;P:progesterone metabolic process	IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M2F0	A0A1D2M2F0	A0A1D2M2F0_ORCCI	Serine/threonine-protein kinase/endoribonuclease IRE1	NA	Orchesella cincta	GO:1990604;GO:0005524;GO:0004674;GO:0004521;GO:0051082;GO:0070059;GO:0036498	C:IRE1-TRAF2-ASK1 complex;F:ATP binding;F:protein serine/threonine kinase activity;F:RNA endonuclease activity;F:unfolded protein binding;P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;P:IRE1-mediated unfolded protein response	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NJ44	A0A1D2NJ44	A0A1D2NJ44_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005886;GO:0043235;GO:0005524;GO:0046872;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:metal ion binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MXS2	A0A1D2MXS2	A0A1D2MXS2_ORCCI	Farnesoate epoxidase	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NJ58	A0A1D2NJ58	A0A1D2NJ58_ORCCI	diacylglycerol O-acyltransferase	NA	Orchesella cincta	GO:0005886;GO:0004144;GO:0019432	C:plasma membrane;F:diacylglycerol O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-UniPathway	Success
A0A1D2MWP6	A0A1D2MWP6	A0A1D2MWP6_ORCCI	Sodium-coupled monocarboxylate transporter 2	NA	Orchesella cincta	GO:0005886;GO:0015293;GO:0006814	C:plasma membrane;F:symporter activity;P:sodium ion transport	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MK59	A0A1D2MK59	A0A1D2MK59_ORCCI	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	NA	Orchesella cincta	GO:0012505;GO:0016020;GO:0003841	C:endomembrane system;C:membrane;F:1-acylglycerol-3-phosphate O-acyltransferase activity	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MK59	A0A1D2MK59	A0A1D2MK59_ORCCI	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	NA	Orchesella cincta	GO:0012505;GO:0016020;GO:0003841	C:endomembrane system;C:membrane;F:1-acylglycerol-3-phosphate O-acyltransferase activity	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MZQ2	A0A1D2MZQ2	A0A1D2MZQ2_ORCCI	Tyrosyl-DNA phosphodiesterase 2	NA	Orchesella cincta	GO:0005737;GO:0016020;GO:0016605;GO:0070260;GO:0004518;GO:0003697;GO:0006302	C:cytoplasm;C:membrane;C:PML body;F:5'-tyrosyl-DNA phosphodiesterase activity;F:nuclease activity;F:single-stranded DNA binding;P:double-strand break repair	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M6T5	A0A1D2M6T5	A0A1D2M6T5_ORCCI	Macrophage colony-stimulating factor 1 receptor 1	NA	Orchesella cincta	GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NC94	A0A1D2NC94	A0A1D2NC94_ORCCI	Gustatory receptor	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MJ84	A0A1D2MJ84	A0A1D2MJ84_ORCCI	Protein Star	NA	Orchesella cincta	GO:0005789;GO:0005794;GO:0031902;GO:0005886;GO:0006888;GO:0016197	C:endoplasmic reticulum membrane;C:Golgi apparatus;C:late endosome membrane;C:plasma membrane;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:endosomal transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MT74	A0A1D2MT74	A0A1D2MT74_ORCCI	Gamma-crystallin-4	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MAL6	A0A1D2MAL6	A0A1D2MAL6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0005506;GO:0004508;GO:0042446;GO:0042448	C:membrane;F:heme binding;F:iron ion binding;F:steroid 17-alpha-monooxygenase activity;P:hormone biosynthetic process;P:progesterone metabolic process	IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NFK5	A0A1D2NFK5	A0A1D2NFK5_ORCCI	Innexin	inx	Orchesella cincta	GO:0005921;GO:0005886;GO:0005243;GO:0034220;GO:0007602	C:gap junction;C:plasma membrane;F:gap junction channel activity;P:monoatomic ion transmembrane transport;P:phototransduction	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MJA0	A0A1D2MJA0	A0A1D2MJA0_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2N704	A0A1D2N704	A0A1D2N704_ORCCI	Carboxylic ester hydrolase	NA	Orchesella cincta	GO:0016020;GO:0052689	C:membrane;F:carboxylic ester hydrolase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MIY5	A0A1D2MIY5	A0A1D2MIY5_ORCCI	Chitin-binding type-4 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MIY5	A0A1D2MIY5	A0A1D2MIY5_ORCCI	Chitin-binding type-4 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MIY5	A0A1D2MIY5	A0A1D2MIY5_ORCCI	Chitin-binding type-4 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N704	A0A1D2N704	A0A1D2N704_ORCCI	Carboxylic ester hydrolase	NA	Orchesella cincta	GO:0016020;GO:0052689	C:membrane;F:carboxylic ester hydrolase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N704	A0A1D2N704	A0A1D2N704_ORCCI	Carboxylic ester hydrolase	NA	Orchesella cincta	GO:0016020;GO:0052689	C:membrane;F:carboxylic ester hydrolase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N704	A0A1D2N704	A0A1D2N704_ORCCI	Carboxylic ester hydrolase	NA	Orchesella cincta	GO:0016020;GO:0052689	C:membrane;F:carboxylic ester hydrolase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2MQN4	A0A1D2MQN4	A0A1D2MQN4_ORCCI	Prolyl 4-hydroxylase subunit alpha-2	NA	Orchesella cincta	GO:0005783;GO:0005506;GO:0031418;GO:0004656	C:endoplasmic reticulum;F:iron ion binding;F:L-ascorbic acid binding;F:procollagen-proline 4-dioxygenase activity	IEA:TreeGrafter;IEA:InterPro;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MNH0	A0A1D2MNH0	A0A1D2MNH0_ORCCI	Fatty acid desaturase 1	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0046872;GO:0016717;GO:0006629	C:membrane;F:heme binding;F:metal ion binding;F:oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water;P:lipid metabolic process	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MHX7	A0A1D2MHX7	A0A1D2MHX7_ORCCI	VWFA domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MJR7	A0A1D2MJR7	A0A1D2MJR7_ORCCI	VWFA domain-containing protein	NA	Orchesella cincta	GO:0032991	C:protein-containing complex	IEA:UniProtKB-ARBA	Success
A0A1D2NKH2	A0A1D2NKH2	A0A1D2NKH2_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2M9S7	A0A1D2M9S7	A0A1D2M9S7_ORCCI	Gustatory receptor for sugar taste 64a	NA	Orchesella cincta	GO:0005886;GO:0008527;GO:0050916	C:plasma membrane;F:taste receptor activity;P:sensory perception of sweet taste	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-ARBA	Success
A0A1D2MGY1	A0A1D2MGY1	A0A1D2MGY1_ORCCI	Solute carrier family 35 member F1	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2MNB9	A0A1D2MNB9	A0A1D2MNB9_ORCCI	long-chain-alcohol O-fatty-acyltransferase	NA	Orchesella cincta	GO:0004144;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0045017	F:diacylglycerol O-acyltransferase activity;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;P:glycerolipid biosynthetic process	IEA:UniProtKB-EC;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A1D2M368	A0A1D2M368	A0A1D2M368_ORCCI	Valacyclovir hydrolase	NA	Orchesella cincta	GO:0017171	F:serine hydrolase activity	IEA:TreeGrafter	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2MDV3	A0A1D2MDV3	A0A1D2MDV3_ORCCI	Glycogenin-1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NBL6	A0A1D2NBL6	A0A1D2NBL6_ORCCI	Elongation of very long chain fatty acids protein	NA	Orchesella cincta	GO:0005789;GO:0009922;GO:0034625;GO:0034626;GO:0019367;GO:0030148;GO:0042761	C:endoplasmic reticulum membrane;F:fatty acid elongase activity;P:fatty acid elongation, monounsaturated fatty acid;P:fatty acid elongation, polyunsaturated fatty acid;P:fatty acid elongation, saturated fatty acid;P:sphingolipid biosynthetic process;P:very long-chain fatty acid biosynthetic process	IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MK59	A0A1D2MK59	A0A1D2MK59_ORCCI	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	NA	Orchesella cincta	GO:0012505;GO:0016020;GO:0003841	C:endomembrane system;C:membrane;F:1-acylglycerol-3-phosphate O-acyltransferase activity	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MCC9	A0A1D2MCC9	A0A1D2MCC9_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MDJ4	A0A1D2MDJ4	A0A1D2MDJ4_ORCCI	Magnesium-transporting ATPase, P-type 1	NA	Orchesella cincta	GO:0005886;GO:0033017;GO:0005524;GO:0016887;GO:0015444	C:plasma membrane;C:sarcoplasmic reticulum membrane;F:ATP binding;F:ATP hydrolysis activity;F:P-type magnesium transporter activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-EC	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2M0L9	A0A1D2M0L9	A0A1D2M0L9_ORCCI	SEC14-like protein 2	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MWQ7	A0A1D2MWQ7	A0A1D2MWQ7_ORCCI	O-acyltransferase WSD1 C-terminal domain-containing protein	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MQX3	A0A1D2MQX3	A0A1D2MQX3_ORCCI	Cytochrome P450 4V2	NA	Orchesella cincta	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NMW2	A0A1D2NMW2	A0A1D2NMW2_ORCCI	Protein unc-13 D	NA	Orchesella cincta	GO:0099503;GO:0006887	C:secretory vesicle;P:exocytosis	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2NMW2	A0A1D2NMW2	A0A1D2NMW2_ORCCI	Protein unc-13 D	NA	Orchesella cincta	GO:0099503;GO:0006887	C:secretory vesicle;P:exocytosis	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MLR9	A0A1D2MLR9	A0A1D2MLR9_ORCCI	Cytochrome P450 9e2	NA	Orchesella cincta	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2M8I2	A0A1D2M8I2	A0A1D2M8I2_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MPS6	A0A1D2MPS6	A0A1D2MPS6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MPS6	A0A1D2MPS6	A0A1D2MPS6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M5N3	A0A1D2M5N3	A0A1D2M5N3_ORCCI	Signal transducer and activator of transcription 5B	NA	Orchesella cincta	GO:0005737;GO:0005634;GO:0003677;GO:0003700;GO:0006357;GO:0007165	C:cytoplasm;C:nucleus;F:DNA binding;F:DNA-binding transcription factor activity;P:regulation of transcription by RNA polymerase II;P:signal transduction	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2MPS6	A0A1D2MPS6	A0A1D2MPS6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MPS6	A0A1D2MPS6	A0A1D2MPS6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N845	A0A1D2N845	A0A1D2N845_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MKL8	A0A1D2MKL8	A0A1D2MKL8_ORCCI	BTB/POZ domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N620	A0A1D2N620	A0A1D2N620_ORCCI	G-protein coupled receptors family 1 profile domain-containing protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2N173	A0A1D2N173	A0A1D2N173_ORCCI	ATP-binding cassette sub-family A member 3	NA	Orchesella cincta	GO:0043231;GO:0016020;GO:0140359;GO:0005524;GO:0016887;GO:0005319	C:intracellular membrane-bounded organelle;C:membrane;F:ABC-type transporter activity;F:ATP binding;F:ATP hydrolysis activity;F:lipid transporter activity	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2M1B3	A0A1D2M1B3	A0A1D2M1B3_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MMW9	A0A1D2MMW9	A0A1D2MMW9_ORCCI	Alpha-mannosidase 2	NA	Orchesella cincta	GO:0000139;GO:0004559;GO:0030246;GO:0006013;GO:0006491	C:Golgi membrane;F:alpha-mannosidase activity;F:carbohydrate binding;P:mannose metabolic process;P:N-glycan processing	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MAL6	A0A1D2MAL6	A0A1D2MAL6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0005506;GO:0004508;GO:0042446;GO:0042448	C:membrane;F:heme binding;F:iron ion binding;F:steroid 17-alpha-monooxygenase activity;P:hormone biosynthetic process;P:progesterone metabolic process	IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MPF5	A0A1D2MPF5	A0A1D2MPF5_ORCCI	Carboxypeptidase Q	NA	Orchesella cincta	GO:0005783;GO:0005615;GO:0005794;GO:0005764;GO:0004180;GO:0070573;GO:0043171;GO:0006508	C:endoplasmic reticulum;C:extracellular space;C:Golgi apparatus;C:lysosome;F:carboxypeptidase activity;F:metallodipeptidase activity;P:peptide catabolic process;P:proteolysis	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
