Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A226DW73	A0A226DW73	A0A226DW73_FOLCA	Uncharacterized protein	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MDA5	A0A1D2MDA5	A0A1D2MDA5_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0001228;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription activator activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A4Y2ICP4	A0A4Y2ICP4	A0A4Y2ICP4_ARAVE	RNA-directed DNA polymerase	TY3B-I_835;TY3B-I_475	Araneus ventricosus	GO:0042575;GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;GO:0006508	C:DNA polymerase complex;F:aspartic-type endopeptidase activity;F:endonuclease activity;F:nucleic acid binding;F:RNA-directed DNA polymerase activity;P:DNA integration;P:proteolysis	IEA:UniProtKB-ARBA;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A6J1SR00	A0A6J1SR00	A0A6J1SR00_FRAOC	Gastrula zinc finger protein XlCGF57.1-like isoform X1	LOC113209822	Frankliniella occidentalis	GO:0005634;GO:0000981;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A814PBI4	A0A814PBI4	A0A814PBI4_ADIRI	Helicase ATP-binding domain-containing protein	NA	Adineta ricciae	GO:0005829;GO:0005524;GO:0003677;GO:0016787	C:cytosol;F:ATP binding;F:DNA binding;F:hydrolase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A914CG84	A0A914CG84	A0A914CG84_9BILA	Helicase ATP-binding domain-containing protein	NA	Acrobeloides nanus	GO:0005829;GO:0005524;GO:0003677;GO:0016787	C:cytosol;F:ATP binding;F:DNA binding;F:hydrolase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A6J1SR00	A0A6J1SR00	A0A6J1SR00_FRAOC	Gastrula zinc finger protein XlCGF57.1-like isoform X1	LOC113209822	Frankliniella occidentalis	GO:0005634;GO:0000981;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A8S4NMG3	A0A8S4NMG3	A0A8S4NMG3_OWEFU	C2H2-type domain-containing protein	NA	Owenia fusiformis	GO:0005634;GO:0008270;GO:0010468	C:nucleus;F:zinc ion binding;P:regulation of gene expression	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MJR1	A0A1D2MJR1	A0A1D2MJR1_ORCCI	Gustatory receptor	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A226D111	A0A226D111	A0A226D111_FOLCA	Uncharacterized protein	NA	Folsomia candida	NA	NA	NA	Success
A0A4Q4U7Q4	A0A4Q4U7Q4	A0A4Q4U7Q4_9PEZI	C2H2 type master regulator of conidiophore development brlA	NA	Monosporascus sp. MG133	GO:0000785;GO:0005667;GO:0000981;GO:0000978;GO:0008270	C:chromatin;C:transcription regulator complex;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MDN6	A0A1D2MDN6	A0A1D2MDN6_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0008270	C:nucleus;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A914CG84	A0A914CG84	A0A914CG84_9BILA	Helicase ATP-binding domain-containing protein	NA	Acrobeloides nanus	GO:0005829;GO:0005524;GO:0003677;GO:0016787	C:cytosol;F:ATP binding;F:DNA binding;F:hydrolase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A914CG84	A0A914CG84	A0A914CG84_9BILA	Helicase ATP-binding domain-containing protein	NA	Acrobeloides nanus	GO:0005829;GO:0005524;GO:0003677;GO:0016787	C:cytosol;F:ATP binding;F:DNA binding;F:hydrolase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A226EW07	A0A226EW07	A0A226EW07_FOLCA	Putative ATP-dependent helicase IRC3	NA	Folsomia candida	GO:0005829;GO:0005524;GO:0016887;GO:0003677;GO:0004386	C:cytosol;F:ATP binding;F:ATP hydrolysis activity;F:DNA binding;F:helicase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2MDR9	A0A1D2MDR9	A0A1D2MDR9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A914CG84	A0A914CG84	A0A914CG84_9BILA	Helicase ATP-binding domain-containing protein	NA	Acrobeloides nanus	GO:0005829;GO:0005524;GO:0003677;GO:0016787	C:cytosol;F:ATP binding;F:DNA binding;F:hydrolase activity	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2MDR9	A0A1D2MDR9	A0A1D2MDR9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A5N4A3X9	A0A5N4A3X9	A0A5N4A3X9_PHOPY	Uncharacterized protein	NA	Photinus pyralis	GO:0004190;GO:0071897;GO:0006508	F:aspartic-type endopeptidase activity;P:DNA biosynthetic process;P:proteolysis	IEA:InterPro;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A226EWZ5	A0A226EWZ5	A0A226EWZ5_FOLCA	RNA helicase	NA	Folsomia candida	GO:0004386;GO:0003723	F:helicase activity;F:RNA binding	IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MI14	A0A1D2MI14	A0A1D2MI14_ORCCI	Ring canal kelch protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MI14	A0A1D2MI14	A0A1D2MI14_ORCCI	Ring canal kelch protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226D417	A0A226D417	A0A226D417_FOLCA	Pro-Pol polyprotein	NA	Folsomia candida	GO:0042575;GO:0003676;GO:0008270;GO:0071897;GO:0015074	C:DNA polymerase complex;F:nucleic acid binding;F:zinc ion binding;P:DNA biosynthetic process;P:DNA integration	IEA:UniProtKB-ARBA;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MI14	A0A1D2MI14	A0A1D2MI14_ORCCI	Ring canal kelch protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NHW2	A0A1D2NHW2	A0A1D2NHW2_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2M734	A0A1D2M734	A0A1D2M734_ORCCI	BTB/POZ domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N0E9	A0A1D2N0E9	A0A1D2N0E9_ORCCI	50S ribosomal protein L9	NA	Orchesella cincta	GO:0005840	C:ribosome	IEA:UniProtKB-KW	Success
A0A1D2MXX5	A0A1D2MXX5	A0A1D2MXX5_ORCCI	Endothelial lipase	NA	Orchesella cincta	GO:0005615;GO:0016020;GO:0016298;GO:0017171;GO:0016042	C:extracellular space;C:membrane;F:lipase activity;F:serine hydrolase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N9J8	A0A1D2N9J8	A0A1D2N9J8_ORCCI	Pancreatic lipase-related protein 2	NA	Orchesella cincta	GO:0005615;GO:0016298;GO:0016042	C:extracellular space;F:lipase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N9J8	A0A1D2N9J8	A0A1D2N9J8_ORCCI	Pancreatic lipase-related protein 2	NA	Orchesella cincta	GO:0005615;GO:0016298;GO:0016042	C:extracellular space;F:lipase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N9J8	A0A1D2N9J8	A0A1D2N9J8_ORCCI	Pancreatic lipase-related protein 2	NA	Orchesella cincta	GO:0005615;GO:0016298;GO:0016042	C:extracellular space;F:lipase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N9J8	A0A1D2N9J8	A0A1D2N9J8_ORCCI	Pancreatic lipase-related protein 2	NA	Orchesella cincta	GO:0005615;GO:0016298;GO:0016042	C:extracellular space;F:lipase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A226DTX9	A0A226DTX9	A0A226DTX9_FOLCA	Uncharacterized protein	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A8J2MGD0	A0A8J2MGD0	A0A8J2MGD0_9HEXA	Uncharacterized protein	NA	Allacma fusca	GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NFG0	A0A1D2NFG0	A0A1D2NFG0_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MDR9	A0A1D2MDR9	A0A1D2MDR9_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2MHC9	A0A1D2MHC9	A0A1D2MHC9_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226EYJ4	A0A226EYJ4	A0A226EYJ4_FOLCA	ATP-dependent DNA helicase	NA	Folsomia candida	GO:0016020;GO:0005524;GO:0016887;GO:0003678;GO:0006310;GO:0006281;GO:0000723	C:membrane;F:ATP binding;F:ATP hydrolysis activity;F:DNA helicase activity;P:DNA recombination;P:DNA repair;P:telomere maintenance	IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:RHEA;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MB90	A0A1D2MB90	A0A1D2MB90_ORCCI	Protein Star	NA	Orchesella cincta	GO:0005789;GO:0005794;GO:0031902;GO:0005886;GO:0006888;GO:0016197	C:endoplasmic reticulum membrane;C:Golgi apparatus;C:late endosome membrane;C:plasma membrane;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:endosomal transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A7T8JX16	A0A7T8JX16	A0A7T8JX16_CALRO	DNA-directed RNA polymerases I, II, and III subunit RPABC2	NA	Caligus rogercresseyi	GO:0005736;GO:0005665;GO:0005666;GO:0003677;GO:0003899;GO:0006360;GO:0006366;GO:0042797	C:RNA polymerase I complex;C:RNA polymerase II, core complex;C:RNA polymerase III complex;F:DNA binding;F:DNA-directed RNA polymerase activity;P:transcription by RNA polymerase I;P:transcription by RNA polymerase II;P:tRNA transcription by RNA polymerase III	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MBJ5	A0A1D2MBJ5	A0A1D2MBJ5_ORCCI	Kanadaptin	NA	Orchesella cincta	GO:0005524;GO:0016891	F:ATP binding;F:RNA endonuclease activity, producing 5'-phosphomonoesters	IEA:UniProtKB-KW;IEA:InterPro	Success
A0A226EF83	A0A226EF83	A0A226EF83_FOLCA	Uncharacterized protein	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2MVG0	A0A1D2MVG0	A0A1D2MVG0_ORCCI	Protein Star	NA	Orchesella cincta	GO:0005789;GO:0005794;GO:0031902;GO:0005886;GO:0006888;GO:0016197	C:endoplasmic reticulum membrane;C:Golgi apparatus;C:late endosome membrane;C:plasma membrane;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:endosomal transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVG0	A0A1D2MVG0	A0A1D2MVG0_ORCCI	Protein Star	NA	Orchesella cincta	GO:0005789;GO:0005794;GO:0031902;GO:0005886;GO:0006888;GO:0016197	C:endoplasmic reticulum membrane;C:Golgi apparatus;C:late endosome membrane;C:plasma membrane;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:endosomal transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MB88	A0A1D2MB88	A0A1D2MB88_ORCCI	Protein Star	NA	Orchesella cincta	GO:0005789;GO:0005794;GO:0031902;GO:0005886;GO:0006888;GO:0016197	C:endoplasmic reticulum membrane;C:Golgi apparatus;C:late endosome membrane;C:plasma membrane;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:endosomal transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A2B4SW13	A0A2B4SW13	A0A2B4SW13_STYPI	RNA-directed DNA polymerase from mobile element jockey	pol	Stylophora pistillata	GO:0003964	F:RNA-directed DNA polymerase activity	IEA:UniProtKB-KW	Success
A0A1D2MQ04	A0A1D2MQ04	A0A1D2MQ04_ORCCI	TD and POZ domain-containing protein 2	NA	Orchesella cincta	GO:0030163	P:protein catabolic process	IEA:UniProtKB-ARBA	Success
A0A8J2JC73	A0A8J2JC73	A0A8J2JC73_9HEXA	CAAX prenyl protease	NA	Allacma fusca	GO:0005789;GO:0046872;GO:0004222;GO:0071586	C:endoplasmic reticulum membrane;F:metal ion binding;F:metalloendopeptidase activity;P:CAAX-box protein processing	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule	Success
A0A8J2JKC0	A0A8J2JKC0	A0A8J2JKC0_9HEXA	alkaline phosphatase	NA	Allacma fusca	GO:0004035;GO:0046872	F:alkaline phosphatase activity;F:metal ion binding	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A226EP73	A0A226EP73	A0A226EP73_FOLCA	C-5 sterol desaturase	NA	Folsomia candida	GO:0016020;GO:0005506;GO:0016491;GO:0008610	C:membrane;F:iron ion binding;F:oxidoreductase activity;P:lipid biosynthetic process	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2MIK3	A0A1D2MIK3	A0A1D2MIK3_ORCCI	Glucose dehydrogenase [FAD, quinone]	NA	Orchesella cincta	GO:0050660;GO:0016614	F:flavin adenine dinucleotide binding;F:oxidoreductase activity, acting on CH-OH group of donors	IEA:InterPro;IEA:InterPro	Success
A0A226EP73	A0A226EP73	A0A226EP73_FOLCA	C-5 sterol desaturase	NA	Folsomia candida	GO:0016020;GO:0005506;GO:0016491;GO:0008610	C:membrane;F:iron ion binding;F:oxidoreductase activity;P:lipid biosynthetic process	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A226EP73	A0A226EP73	A0A226EP73_FOLCA	C-5 sterol desaturase	NA	Folsomia candida	GO:0016020;GO:0005506;GO:0016491;GO:0008610	C:membrane;F:iron ion binding;F:oxidoreductase activity;P:lipid biosynthetic process	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2M1S0	A0A1D2M1S0	A0A1D2M1S0_ORCCI	C-5 sterol desaturase	NA	Orchesella cincta	GO:0016020;GO:0005506;GO:0016491;GO:0008610	C:membrane;F:iron ion binding;F:oxidoreductase activity;P:lipid biosynthetic process	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2MWX3	A0A1D2MWX3	A0A1D2MWX3_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A226DU50	A0A226DU50	A0A226DU50_FOLCA	Gustatory receptor	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A226CYW6	A0A226CYW6	A0A226CYW6_FOLCA	RNA-directed DNA polymerase from mobile element jockey	NA	Folsomia candida	GO:0005576;GO:0005179;GO:0003964	C:extracellular region;F:hormone activity;F:RNA-directed DNA polymerase activity	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2N5C6	A0A1D2N5C6	A0A1D2N5C6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226D417	A0A226D417	A0A226D417_FOLCA	Pro-Pol polyprotein	NA	Folsomia candida	GO:0042575;GO:0003676;GO:0008270;GO:0071897;GO:0015074	C:DNA polymerase complex;F:nucleic acid binding;F:zinc ion binding;P:DNA biosynthetic process;P:DNA integration	IEA:UniProtKB-ARBA;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A226D417	A0A226D417	A0A226D417_FOLCA	Pro-Pol polyprotein	NA	Folsomia candida	GO:0042575;GO:0003676;GO:0008270;GO:0071897;GO:0015074	C:DNA polymerase complex;F:nucleic acid binding;F:zinc ion binding;P:DNA biosynthetic process;P:DNA integration	IEA:UniProtKB-ARBA;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A0V1NXB0	A0A0V1NXB0	A0A0V1NXB0_9BILA	Integrase catalytic domain-containing protein	NA	Trichinella sp. T8	GO:0003676;GO:0015074	F:nucleic acid binding;P:DNA integration	IEA:InterPro;IEA:InterPro	Success
A0A8J2PR78	A0A8J2PR78	A0A8J2PR78_9HEXA	DUF5641 domain-containing protein	NA	Allacma fusca	NA	NA	NA	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MUQ1	A0A1D2MUQ1	A0A1D2MUQ1_ORCCI	Vascular endothelial growth factor receptor 3	NA	Orchesella cincta	GO:0005576;GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169;GO:0050832;GO:0031640	C:extracellular region;C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway;P:defense response to fungus;P:killing of cells of another organism	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2M5J4	A0A1D2M5J4	A0A1D2M5J4_ORCCI	Villin-1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MH04	A0A1D2MH04	A0A1D2MH04_ORCCI	Brevican core protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MNB2	A0A1D2MNB2	A0A1D2MNB2_ORCCI	Exonuclease 3'-5' domain-containing protein 1	NA	Orchesella cincta	GO:0008408;GO:0003676;GO:0006139	F:3'-5' exonuclease activity;F:nucleic acid binding;P:nucleobase-containing compound metabolic process	IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
