region_id,species,chromosome,start,end,region_length,population_id,num_populations,mapped_populations
EntNic_HiC_scaffold_1_R2,EntNic,HiC_scaffold_1,687519,773649,86131,"['EntNic_LVJ-C76', 'EntNic_DSJ-C190', 'EntNic_BIJ-C30', 'EntNic_HHJ-C162', 'EntNic_HAS-C59', 'EntNic_BJJ-C34', 'EntNic_JHJ-C220', 'EntNic_GoeJ-C19', 'EntNic_KRS-C23', 'EntNic_UTJ-C22', 'EntNic_SKJ-C216', 'EntNic_LEJ-C64', 'EntNic_DSJ-C190', 'EntNic_ULJ-C60', 'EntNic_HAS-C59', 'EntNic_HHJ-C162', 'EntNic_BRS-C268', 'EntNic_GSJ-C274', 'EntNic_LEJ-C64', 'EntNic_TOJ-C71']",16,"['LVJ-C76', 'DSJ-C190', 'BIJ-C30', 'HHJ-C162', 'HAS-C59', 'BJJ-C34', 'JHJ-C220', 'GoeJ-C19', 'KRS-C23', 'UTJ-C22', 'SKJ-C216', 'LEJ-C64', 'DSJ-C190', 'ULJ-C60', 'HAS-C59', 'HHJ-C162', 'BRS-C268', 'GSJ-C274', 'LEJ-C64', 'TOJ-C71']"
EntNic_HiC_scaffold_1_R202,EntNic,HiC_scaffold_1,33373578,33426070,52493,"['EntNic_STF-C266', 'EntNic_aeRoe-C36', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_KOS-C293']",6,"['STF-C266', 'aeRoe-C36', 'KRS-C23', 'MMS-C295', 'FHJ-C38', 'KOS-C293']"
EntNic_HiC_scaffold_1_R203,EntNic,HiC_scaffold_1,33436466,33461470,25005,"['EntNic_JEJ-C119', 'EntNic_ULJ-C60', 'EntNic_KLJ-C127', 'EntNic_SSJ-C259', 'EntNic_SHJ-C48']",5,"['JEJ-C119', 'ULJ-C60', 'KLJ-C127', 'SSJ-C259', 'SHJ-C48']"
EntNic_HiC_scaffold_1_R205,EntNic,HiC_scaffold_1,33500356,33536990,36635,"['EntNic_BRS-C268', 'EntNic_GEJ-C42', 'EntNic_BIJ-C30', 'EntNic_GEJ-C42', 'EntNic_SBJ-C52', 'EntNic_BJJ-C34']",5,"['BRS-C268', 'GEJ-C42', 'BIJ-C30', 'GEJ-C42', 'SBJ-C52', 'BJJ-C34']"
EntNic_HiC_scaffold_1_R209,EntNic,HiC_scaffold_1,33619370,33666668,47299,"['EntNic_KLJ-C127', 'EntNic_GoeJ-C19', 'EntNic_NOJ-C37', 'EntNic_SBJ-C52', 'EntNic_JoeJ-C252', 'EntNic_FUR-C230', 'EntNic_TOJ-C71', 'EntNic_SSJ-C259', 'EntNic_SHJ-C48', 'EntNic_RYJ-C139']",10,"['KLJ-C127', 'GoeJ-C19', 'NOJ-C37', 'SBJ-C52', 'JoeJ-C252', 'FUR-C230', 'TOJ-C71', 'SSJ-C259', 'SHJ-C48', 'RYJ-C139']"
EntNic_HiC_scaffold_1_R210,EntNic,HiC_scaffold_1,33673692,33710098,36407,"['EntNic_KLJ-C127', 'EntNic_SHJ-C48', 'EntNic_JoeJ-C252', 'EntNic_DoeJ-C27', 'EntNic_GEJ-C42', 'EntNic_SSJ-C259', 'EntNic_GoeJ-C19', 'EntNic_ULJ-C60', 'EntNic_FUR-C230', 'EntNic_LEJ-C64', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_RYJ-C139', 'EntNic_LVJ-C76', 'EntNic_VAJ-C24', 'EntNic_GUS-C41', 'EntNic_GSJ-C274', 'EntNic_SBJ-C52', 'EntNic_BJJ-C34', 'EntNic_JEJ-C119', 'EntNic_VAJ-C24', 'EntNic_VAJ-C24', 'EntNic_TOJ-C71', 'EntNic_FUR-C230', 'EntNic_BRS-C268', 'EntNic_GoeJ-C19']",21,"['KLJ-C127', 'SHJ-C48', 'JoeJ-C252', 'DoeJ-C27', 'GEJ-C42', 'SSJ-C259', 'GoeJ-C19', 'ULJ-C60', 'FUR-C230', 'LEJ-C64', 'NOJ-C37', 'GSJ-C274', 'RYJ-C139', 'LVJ-C76', 'VAJ-C24', 'GUS-C41', 'GSJ-C274', 'SBJ-C52', 'BJJ-C34', 'JEJ-C119', 'VAJ-C24', 'VAJ-C24', 'TOJ-C71', 'FUR-C230', 'BRS-C268', 'GoeJ-C19']"
EntNic_HiC_scaffold_1_R211,EntNic,HiC_scaffold_1,33725037,33758150,33114,"['EntNic_KLJ-C127', 'EntNic_JoeJ-C252', 'EntNic_SSJ-C259', 'EntNic_ULJ-C60', 'EntNic_GoeJ-C19', 'EntNic_FUR-C230', 'EntNic_TOJ-C71', 'EntNic_NOJ-C37', 'EntNic_SHJ-C48', 'EntNic_GSJ-C274', 'EntNic_DoeJ-C27', 'EntNic_RYJ-C139', 'EntNic_JEJ-C119', 'EntNic_BRS-C268', 'EntNic_VAJ-C24', 'EntNic_LEJ-C64', 'EntNic_LVJ-C76', 'EntNic_SUJ-C130', 'EntNic_SBJ-C52']",19,"['KLJ-C127', 'JoeJ-C252', 'SSJ-C259', 'ULJ-C60', 'GoeJ-C19', 'FUR-C230', 'TOJ-C71', 'NOJ-C37', 'SHJ-C48', 'GSJ-C274', 'DoeJ-C27', 'RYJ-C139', 'JEJ-C119', 'BRS-C268', 'VAJ-C24', 'LEJ-C64', 'LVJ-C76', 'SUJ-C130', 'SBJ-C52']"
EntNic_HiC_scaffold_1_R219,EntNic,HiC_scaffold_1,34310221,34398227,88007,"['EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_JHJ-C220', 'EntNic_aeRoe-C36', 'EntNic_GUS-C41', 'EntNic_FHJ-C38', 'EntNic_KRS-C23', 'EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_GUS-C41']",7,"['ORoe-C299', 'KOS-C293', 'JHJ-C220', 'aeRoe-C36', 'GUS-C41', 'FHJ-C38', 'KRS-C23', 'ORoe-C299', 'KOS-C293', 'GUS-C41']"
EntNic_HiC_scaffold_1_R22,EntNic,HiC_scaffold_1,6782264,6795885,13622,"['EntNic_GEJ-C42', 'EntNic_KLJ-C127', 'EntNic_UTJ-C22', 'EntNic_SUJ-C130']",4,"['GEJ-C42', 'KLJ-C127', 'UTJ-C22', 'SUJ-C130']"
EntNic_HiC_scaffold_1_R225,EntNic,HiC_scaffold_1,34518923,34537772,18850,"['EntNic_BRS-C268', 'EntNic_LEJ-C64', 'EntNic_GSJ-C274', 'EntNic_KLJ-C127', 'EntNic_RDJ-C344', 'EntNic_aaRJ-C225', 'EntNic_RYJ-C139', 'EntNic_DSJ-C190', 'EntNic_LVJ-C76']",9,"['BRS-C268', 'LEJ-C64', 'GSJ-C274', 'KLJ-C127', 'RDJ-C344', 'aaRJ-C225', 'RYJ-C139', 'DSJ-C190', 'LVJ-C76']"
EntNic_HiC_scaffold_1_R226,EntNic,HiC_scaffold_1,34548646,34564636,15991,"['EntNic_KLJ-C127', 'EntNic_LVJ-C76', 'EntNic_DSJ-C190']",3,"['KLJ-C127', 'LVJ-C76', 'DSJ-C190']"
EntNic_HiC_scaffold_1_R227,EntNic,HiC_scaffold_1,34596900,34620725,23826,"['EntNic_MSJ-C2', 'EntNic_aeRoe-C36', 'EntNic_FHJ-C38']",3,"['MSJ-C2', 'aeRoe-C36', 'FHJ-C38']"
EntNic_HiC_scaffold_1_R228,EntNic,HiC_scaffold_1,34637744,34692716,54973,"['EntNic_MSJ-C2', 'EntNic_GSJ-C274', 'EntNic_BRS-C268', 'EntNic_GSJ-C274']",3,"['MSJ-C2', 'GSJ-C274', 'BRS-C268', 'GSJ-C274']"
EntNic_HiC_scaffold_1_R229,EntNic,HiC_scaffold_1,34959450,34989713,30264,"['EntNic_BRS-C268', 'EntNic_aeRoe-C36', 'EntNic_GUS-C41', 'EntNic_ORoe-C299', 'EntNic_SKS-C55']",5,"['BRS-C268', 'aeRoe-C36', 'GUS-C41', 'ORoe-C299', 'SKS-C55']"
EntNic_HiC_scaffold_1_R23,EntNic,HiC_scaffold_1,6796932,6966801,169870,"['EntNic_HAS-C59', 'EntNic_SSJ-C259', 'EntNic_GEJ-C42', 'EntNic_SUJ-C130', 'EntNic_DoeJ-C27', 'EntNic_LEJ-C64', 'EntNic_MSJ-C2', 'EntNic_GSJ-C274', 'EntNic_TOJ-C71', 'EntNic_BJJ-C34', 'EntNic_MMS-C295', 'EntNic_SSJ-C259', 'EntNic_KRS-C23', 'EntNic_KLJ-C127', 'EntNic_FUR-C230', 'EntNic_UTJ-C22', 'EntNic_MMS-C295', 'EntNic_VAJ-C24', 'EntNic_NOJ-C37', 'EntNic_ULJ-C60', 'EntNic_HAS-C59', 'EntNic_ORoe-C299', 'EntNic_RYJ-C139', 'EntNic_TOJ-C71', 'EntNic_BIJ-C30', 'EntNic_MSJ-C2', 'EntNic_SUJ-C130', 'EntNic_GEJ-C42', 'EntNic_SHJ-C48', 'EntNic_NOJ-C37', 'EntNic_SHJ-C48', 'EntNic_RYJ-C139', 'EntNic_GSJ-C274']",22,"['HAS-C59', 'SSJ-C259', 'GEJ-C42', 'SUJ-C130', 'DoeJ-C27', 'LEJ-C64', 'MSJ-C2', 'GSJ-C274', 'TOJ-C71', 'BJJ-C34', 'MMS-C295', 'SSJ-C259', 'KRS-C23', 'KLJ-C127', 'FUR-C230', 'UTJ-C22', 'MMS-C295', 'VAJ-C24', 'NOJ-C37', 'ULJ-C60', 'HAS-C59', 'ORoe-C299', 'RYJ-C139', 'TOJ-C71', 'BIJ-C30', 'MSJ-C2', 'SUJ-C130', 'GEJ-C42', 'SHJ-C48', 'NOJ-C37', 'SHJ-C48', 'RYJ-C139', 'GSJ-C274']"
EntNic_HiC_scaffold_1_R232,EntNic,HiC_scaffold_1,35248133,35324081,75949,"['EntNic_BRS-C268', 'EntNic_TOJ-C71', 'EntNic_BJJ-C34', 'EntNic_JHJ-C220', 'EntNic_LEJ-C64', 'EntNic_BRS-C268', 'EntNic_BJJ-C34', 'EntNic_JHJ-C220', 'EntNic_GEJ-C42', 'EntNic_KLJ-C127', 'EntNic_LVJ-C76', 'EntNic_MMS-C295', 'EntNic_GSJ-C274', 'EntNic_FUR-C230', 'EntNic_RYJ-C139', 'EntNic_BRS-C268', 'EntNic_FUR-C230', 'EntNic_LEJ-C64', 'EntNic_ORoe-C299', 'EntNic_LVJ-C76', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_JoeJ-C252']",16,"['BRS-C268', 'TOJ-C71', 'BJJ-C34', 'JHJ-C220', 'LEJ-C64', 'BRS-C268', 'BJJ-C34', 'JHJ-C220', 'GEJ-C42', 'KLJ-C127', 'LVJ-C76', 'MMS-C295', 'GSJ-C274', 'FUR-C230', 'RYJ-C139', 'BRS-C268', 'FUR-C230', 'LEJ-C64', 'ORoe-C299', 'LVJ-C76', 'SKS-C55', 'HAS-C59', 'JoeJ-C252']"
EntNic_HiC_scaffold_1_R233,EntNic,HiC_scaffold_1,35349290,35392500,43211,"['EntNic_HAS-C59', 'EntNic_LVJ-C76', 'EntNic_SBJ-C52', 'EntNic_GEJ-C42', 'EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_KLJ-C127', 'EntNic_GUS-C41', 'EntNic_BIJ-C30', 'EntNic_BJJ-C34', 'EntNic_GEJ-C42', 'EntNic_HAS-C59', 'EntNic_GUS-C41', 'EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_TOJ-C71']",10,"['HAS-C59', 'LVJ-C76', 'SBJ-C52', 'GEJ-C42', 'TOJ-C71', 'LEJ-C64', 'KLJ-C127', 'GUS-C41', 'BIJ-C30', 'BJJ-C34', 'GEJ-C42', 'HAS-C59', 'GUS-C41', 'TOJ-C71', 'LEJ-C64', 'TOJ-C71']"
EntNic_HiC_scaffold_1_R234,EntNic,HiC_scaffold_1,35397677,35490657,92981,"['EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_GEJ-C42', 'EntNic_aeRoe-C36', 'EntNic_MSJ-C2', 'EntNic_TOJ-C71', 'EntNic_VAJ-C24', 'EntNic_HHJ-C162', 'EntNic_TOJ-C71', 'EntNic_GEJ-C42', 'EntNic_SBJ-C52', 'EntNic_GEJ-C42', 'EntNic_FUR-C230', 'EntNic_aeRoe-C36', 'EntNic_GEJ-C42', 'EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_SBJ-C52', 'EntNic_GUS-C41', 'EntNic_FUR-C230', 'EntNic_DoeJ-C27', 'EntNic_BIJ-C30', 'EntNic_BJJ-C34', 'EntNic_aeRoe-C36']",13,"['TOJ-C71', 'LEJ-C64', 'GEJ-C42', 'aeRoe-C36', 'MSJ-C2', 'TOJ-C71', 'VAJ-C24', 'HHJ-C162', 'TOJ-C71', 'GEJ-C42', 'SBJ-C52', 'GEJ-C42', 'FUR-C230', 'aeRoe-C36', 'GEJ-C42', 'TOJ-C71', 'LEJ-C64', 'SBJ-C52', 'GUS-C41', 'FUR-C230', 'DoeJ-C27', 'BIJ-C30', 'BJJ-C34', 'aeRoe-C36']"
EntNic_HiC_scaffold_1_R235,EntNic,HiC_scaffold_1,35551272,35757359,206088,"['EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_DSJ-C190', 'EntNic_MMS-C295', 'EntNic_LEJ-C64', 'EntNic_SBJ-C52', 'EntNic_JoeJ-C252', 'EntNic_TOJ-C71', 'EntNic_RYJ-C139', 'EntNic_GEJ-C42', 'EntNic_DoeJ-C27', 'EntNic_HAS-C59', 'EntNic_GUS-C41', 'EntNic_UTJ-C22', 'EntNic_LVJ-C76', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_JoeJ-C252', 'EntNic_HAS-C59', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_STF-C266', 'EntNic_SKS-C55', 'EntNic_GUS-C41', 'EntNic_STF-C266', 'EntNic_FHJ-C38', 'EntNic_DoeJ-C27', 'EntNic_STF-C266', 'EntNic_GUS-C41', 'EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_HHJ-C162', 'EntNic_HAS-C59', 'EntNic_LVJ-C76', 'EntNic_DSJ-C190', 'EntNic_UTJ-C22', 'EntNic_JoeJ-C252', 'EntNic_STF-C266', 'EntNic_JoeJ-C252', 'EntNic_DSJ-C190', 'EntNic_SKS-C55']",17,"['HHJ-C162', 'LVJ-C76', 'DSJ-C190', 'MMS-C295', 'LEJ-C64', 'SBJ-C52', 'JoeJ-C252', 'TOJ-C71', 'RYJ-C139', 'GEJ-C42', 'DoeJ-C27', 'HAS-C59', 'GUS-C41', 'UTJ-C22', 'LVJ-C76', 'DSJ-C190', 'HHJ-C162', 'JoeJ-C252', 'HAS-C59', 'UTJ-C22', 'STF-C266', 'STF-C266', 'SKS-C55', 'GUS-C41', 'STF-C266', 'FHJ-C38', 'DoeJ-C27', 'STF-C266', 'GUS-C41', 'STF-C266', 'MMS-C295', 'HHJ-C162', 'HAS-C59', 'LVJ-C76', 'DSJ-C190', 'UTJ-C22', 'JoeJ-C252', 'STF-C266', 'JoeJ-C252', 'DSJ-C190', 'SKS-C55']"
EntNic_HiC_scaffold_1_R236,EntNic,HiC_scaffold_1,35775604,36300117,524514,"['EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_UTJ-C22', 'EntNic_HAS-C59', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_DoeJ-C27', 'EntNic_JoeJ-C252', 'EntNic_SKS-C55', 'EntNic_STF-C266', 'EntNic_GUS-C41', 'EntNic_KLJ-C127', 'EntNic_DoeJ-C27', 'EntNic_STF-C266', 'EntNic_HAS-C59', 'EntNic_DSJ-C190', 'EntNic_JoeJ-C252', 'EntNic_LVJ-C76', 'EntNic_HHJ-C162', 'EntNic_UTJ-C22', 'EntNic_aaRJ-C225', 'EntNic_NOJ-C37', 'EntNic_SSJ-C259', 'EntNic_JHJ-C220', 'EntNic_DoeJ-C27', 'EntNic_SSJ-C259', 'EntNic_STF-C266', 'EntNic_SKS-C55', 'EntNic_GUS-C41', 'EntNic_FHJ-C38', 'EntNic_DoeJ-C27', 'EntNic_DoeJ-C27', 'EntNic_UTJ-C22', 'EntNic_JoeJ-C252', 'EntNic_DSJ-C190', 'EntNic_HAS-C59', 'EntNic_MMS-C295', 'EntNic_LVJ-C76', 'EntNic_HHJ-C162', 'EntNic_aeRoe-C36', 'EntNic_SKS-C55', 'EntNic_STF-C266', 'EntNic_GEJ-C42', 'EntNic_JHJ-C220', 'EntNic_DoeJ-C27', 'EntNic_LEJ-C64', 'EntNic_NOJ-C37', 'EntNic_aaRJ-C225', 'EntNic_SBJ-C52', 'EntNic_KLJ-C127', 'EntNic_TOJ-C71', 'EntNic_DoeJ-C27', 'EntNic_GSJ-C274', 'EntNic_aeRoe-C36', 'EntNic_BJJ-C34', 'EntNic_FUR-C230', 'EntNic_BIJ-C30', 'EntNic_VAJ-C24', 'EntNic_JHJ-C220', 'EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_DoeJ-C27', 'EntNic_SSJ-C259', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_JoeJ-C252', 'EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_GEJ-C42', 'EntNic_KLJ-C127', 'EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_SKS-C55', 'EntNic_FUR-C230', 'EntNic_LEJ-C64', 'EntNic_SKS-C55', 'EntNic_STF-C266', 'EntNic_NOJ-C37', 'EntNic_KLJ-C127', 'EntNic_KLJ-C127', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C16', 'EntNic_DoeJ-C27', 'EntNic_RDJ-C344', 'EntNic_aaRJ-C225', 'EntNic_NOJ-C37', 'EntNic_BIJ-C30', 'EntNic_GEJ-C42', 'EntNic_ULJ-C60', 'EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_ULJ-C60', 'EntNic_NOJ-C37', 'EntNic_BIJ-C30', 'EntNic_LEJ-C64', 'EntNic_SSJ-C259', 'EntNic_KLJ-C127', 'EntNic_SKJ-C216', 'EntNic_SBJ-C52', 'EntNic_SKJ-C16', 'EntNic_GEJ-C42', 'EntNic_aeRoe-C36', 'EntNic_TOJ-C71', 'EntNic_JHJ-C220', 'EntNic_FUR-C230', 'EntNic_aaRJ-C225', 'EntNic_RDJ-C344', 'EntNic_BJJ-C34', 'EntNic_VAJ-C24', 'EntNic_SUJ-C130', 'EntNic_MMS-C295', 'EntNic_MSJ-C2', 'EntNic_ORoe-C299', 'EntNic_HAS-C59', 'EntNic_ORoe-C299', 'EntNic_MMS-C295', 'EntNic_SSJ-C259', 'EntNic_HAS-C59', 'EntNic_MSJ-C2', 'EntNic_SUJ-C130', 'EntNic_DoeJ-C27', 'EntNic_HAS-C59', 'EntNic_aaRJ-C225', 'EntNic_SUJ-C130', 'EntNic_MMS-C295', 'EntNic_DoeJ-C27', 'EntNic_VAJ-C24', 'EntNic_RDJ-C344', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_ULJ-C60', 'EntNic_JoeJ-C252', 'EntNic_UTJ-C22', 'EntNic_SBJ-C52', 'EntNic_LVJ-C76', 'EntNic_SSJ-C259', 'EntNic_BIJ-C30', 'EntNic_SKJ-C16', 'EntNic_HAS-C59', 'EntNic_MMS-C295', 'EntNic_RDJ-C344', 'EntNic_FUR-C230', 'EntNic_TOJ-C71', 'EntNic_aeRoe-C36', 'EntNic_JHJ-C220', 'EntNic_aeRoe-C36', 'EntNic_DoeJ-C27', 'EntNic_HAS-C59', 'EntNic_SKS-C55', 'EntNic_GSJ-C274', 'EntNic_GEJ-C42', 'EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_GEJ-C42', 'EntNic_SKS-C55', 'EntNic_GSJ-C274', 'EntNic_SKS-C55', 'EntNic_DSJ-C190', 'EntNic_UTJ-C22', 'EntNic_JoeJ-C252', 'EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_MMS-C295', 'EntNic_SKJ-C16', 'EntNic_DoeJ-C27', 'EntNic_GEJ-C42', 'EntNic_SKJ-C16', 'EntNic_BIJ-C30', 'EntNic_ULJ-C60', 'EntNic_SSJ-C259', 'EntNic_TOJ-C71', 'EntNic_SBJ-C52', 'EntNic_NOJ-C37', 'EntNic_SBJ-C52', 'EntNic_KLJ-C127', 'EntNic_ULJ-C60']",34,"['HHJ-C162', 'LVJ-C76', 'UTJ-C22', 'HAS-C59', 'MMS-C295', 'DSJ-C190', 'DoeJ-C27', 'JoeJ-C252', 'SKS-C55', 'STF-C266', 'GUS-C41', 'KLJ-C127', 'DoeJ-C27', 'STF-C266', 'HAS-C59', 'DSJ-C190', 'JoeJ-C252', 'LVJ-C76', 'HHJ-C162', 'UTJ-C22', 'aaRJ-C225', 'NOJ-C37', 'SSJ-C259', 'JHJ-C220', 'DoeJ-C27', 'SSJ-C259', 'STF-C266', 'SKS-C55', 'GUS-C41', 'FHJ-C38', 'DoeJ-C27', 'DoeJ-C27', 'UTJ-C22', 'JoeJ-C252', 'DSJ-C190', 'HAS-C59', 'MMS-C295', 'LVJ-C76', 'HHJ-C162', 'aeRoe-C36', 'SKS-C55', 'STF-C266', 'GEJ-C42', 'JHJ-C220', 'DoeJ-C27', 'LEJ-C64', 'NOJ-C37', 'aaRJ-C225', 'SBJ-C52', 'KLJ-C127', 'TOJ-C71', 'DoeJ-C27', 'GSJ-C274', 'aeRoe-C36', 'BJJ-C34', 'FUR-C230', 'BIJ-C30', 'VAJ-C24', 'JHJ-C220', 'MMS-C295', 'HAS-C59', 'DoeJ-C27', 'SSJ-C259', 'NOJ-C37', 'GSJ-C274', 'JoeJ-C252', 'DoeJ-C27', 'NOJ-C37', 'GEJ-C42', 'KLJ-C127', 'STF-C266', 'DSJ-C190', 'SKS-C55', 'FUR-C230', 'LEJ-C64', 'SKS-C55', 'STF-C266', 'NOJ-C37', 'KLJ-C127', 'KLJ-C127', 'aaRJ-C225', 'SKJ-C16', 'DoeJ-C27', 'RDJ-C344', 'aaRJ-C225', 'NOJ-C37', 'BIJ-C30', 'GEJ-C42', 'ULJ-C60', 'MMS-C295', 'HAS-C59', 'ULJ-C60', 'NOJ-C37', 'BIJ-C30', 'LEJ-C64', 'SSJ-C259', 'KLJ-C127', 'SKJ-C216', 'SBJ-C52', 'SKJ-C16', 'GEJ-C42', 'aeRoe-C36', 'TOJ-C71', 'JHJ-C220', 'FUR-C230', 'aaRJ-C225', 'RDJ-C344', 'BJJ-C34', 'VAJ-C24', 'SUJ-C130', 'MMS-C295', 'MSJ-C2', 'ORoe-C299', 'HAS-C59', 'ORoe-C299', 'MMS-C295', 'SSJ-C259', 'HAS-C59', 'MSJ-C2', 'SUJ-C130', 'DoeJ-C27', 'HAS-C59', 'aaRJ-C225', 'SUJ-C130', 'MMS-C295', 'DoeJ-C27', 'VAJ-C24', 'RDJ-C344', 'DSJ-C190', 'HHJ-C162', 'ULJ-C60', 'JoeJ-C252', 'UTJ-C22', 'SBJ-C52', 'LVJ-C76', 'SSJ-C259', 'BIJ-C30', 'SKJ-C16', 'HAS-C59', 'MMS-C295', 'RDJ-C344', 'FUR-C230', 'TOJ-C71', 'aeRoe-C36', 'JHJ-C220', 'aeRoe-C36', 'DoeJ-C27', 'HAS-C59', 'SKS-C55', 'GSJ-C274', 'GEJ-C42', 'DoeJ-C27', 'NOJ-C37', 'GEJ-C42', 'SKS-C55', 'GSJ-C274', 'SKS-C55', 'DSJ-C190', 'UTJ-C22', 'JoeJ-C252', 'HHJ-C162', 'LVJ-C76', 'MMS-C295', 'SKJ-C16', 'DoeJ-C27', 'GEJ-C42', 'SKJ-C16', 'BIJ-C30', 'ULJ-C60', 'SSJ-C259', 'TOJ-C71', 'SBJ-C52', 'NOJ-C37', 'SBJ-C52', 'KLJ-C127', 'ULJ-C60']"
EntNic_HiC_scaffold_1_R240,EntNic,HiC_scaffold_1,36466994,36480597,13604,"['EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_aaRJ-C225', 'EntNic_FUR-C230']",4,"['TOJ-C71', 'LEJ-C64', 'aaRJ-C225', 'FUR-C230']"
EntNic_HiC_scaffold_1_R242,EntNic,HiC_scaffold_1,36526194,36576209,50016,"['EntNic_LVJ-C76', 'EntNic_JoeJ-C252', 'EntNic_UTJ-C22', 'EntNic_DoeJ-C27', 'EntNic_DSJ-C190', 'EntNic_HAS-C59', 'EntNic_HHJ-C162', 'EntNic_SKS-C55', 'EntNic_GUS-C41', 'EntNic_MMS-C295', 'EntNic_BJJ-C34', 'EntNic_KLJ-C127', 'EntNic_JHJ-C220', 'EntNic_NOJ-C37', 'EntNic_FUR-C230', 'EntNic_GUS-C41', 'EntNic_DSJ-C190', 'EntNic_HAS-C59', 'EntNic_NOJ-C37', 'EntNic_JHJ-C220', 'EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_SBJ-C52', 'EntNic_LVJ-C76']",18,"['LVJ-C76', 'JoeJ-C252', 'UTJ-C22', 'DoeJ-C27', 'DSJ-C190', 'HAS-C59', 'HHJ-C162', 'SKS-C55', 'GUS-C41', 'MMS-C295', 'BJJ-C34', 'KLJ-C127', 'JHJ-C220', 'NOJ-C37', 'FUR-C230', 'GUS-C41', 'DSJ-C190', 'HAS-C59', 'NOJ-C37', 'JHJ-C220', 'TOJ-C71', 'LEJ-C64', 'SBJ-C52', 'LVJ-C76']"
EntNic_HiC_scaffold_1_R248,EntNic,HiC_scaffold_1,37408273,37430477,22205,"['EntNic_LVJ-C76', 'EntNic_ULJ-C60', 'EntNic_NOJ-C37', 'EntNic_RDJ-C344', 'EntNic_SSJ-C259', 'EntNic_SUJ-C130', 'EntNic_JoeJ-C252', 'EntNic_BIJ-C30', 'EntNic_FUR-C230', 'EntNic_BJJ-C34', 'EntNic_SBJ-C52', 'EntNic_VAJ-C24', 'EntNic_KLJ-C127']",13,"['LVJ-C76', 'ULJ-C60', 'NOJ-C37', 'RDJ-C344', 'SSJ-C259', 'SUJ-C130', 'JoeJ-C252', 'BIJ-C30', 'FUR-C230', 'BJJ-C34', 'SBJ-C52', 'VAJ-C24', 'KLJ-C127']"
EntNic_HiC_scaffold_1_R249,EntNic,HiC_scaffold_1,37436872,37483242,46371,"['EntNic_LEJ-C64', 'EntNic_ULJ-C60', 'EntNic_BIJ-C30', 'EntNic_SBJ-C52', 'EntNic_KLJ-C127', 'EntNic_SUJ-C130', 'EntNic_MSJ-C2', 'EntNic_LVJ-C76', 'EntNic_HHJ-C162', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_ULJ-C60', 'EntNic_JHJ-C220', 'EntNic_HAS-C59', 'EntNic_UTJ-C22', 'EntNic_LEJ-C64', 'EntNic_MSJ-C2', 'EntNic_DSJ-C190', 'EntNic_DoeJ-C27', 'EntNic_HHJ-C162', 'EntNic_KLJ-C127']",14,"['LEJ-C64', 'ULJ-C60', 'BIJ-C30', 'SBJ-C52', 'KLJ-C127', 'SUJ-C130', 'MSJ-C2', 'LVJ-C76', 'HHJ-C162', 'BIJ-C30', 'SUJ-C130', 'ULJ-C60', 'JHJ-C220', 'HAS-C59', 'UTJ-C22', 'LEJ-C64', 'MSJ-C2', 'DSJ-C190', 'DoeJ-C27', 'HHJ-C162', 'KLJ-C127']"
EntNic_HiC_scaffold_1_R25,EntNic,HiC_scaffold_1,8880198,8890970,10773,['EntNic_SBJ-C52'],1,['SBJ-C52']
EntNic_HiC_scaffold_1_R253,EntNic,HiC_scaffold_1,37788375,37806883,18509,['EntNic_JHJ-C220'],1,['JHJ-C220']
